"id","ip_usuario","tipo_movimiento","origen","elementos_involucrados","fecha_hora","comentarios"
"976","192.168.1.1","3","Facebook","vista_Chaqueta_Cuero","2025-11-12 09:14:31","Navegando catalogo"
"977","192.168.1.43","1","Google Ads","Home_Page","2025-11-12 09:30:00","Inicio de sesion"
"978","192.168.1.43","3","Google Ads","vista_Jean_Slim_Negro","2025-11-12 09:30:06","Navegando catalogo"
"979","192.168.1.43","2","Google Ads","link_menu_hombres","2025-11-12 09:30:08","Interaccion interfaz"
"980","192.168.1.43","3","Google Ads","vista_Jean_Slim_Negro","2025-11-12 09:30:17","Navegando catalogo"
"981","192.168.1.43","2","Google Ads","btn_ver_tallas","2025-11-12 09:30:19","Interaccion interfaz"
"982","192.168.1.43","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-12 09:30:34","Navegando catalogo"
"983","192.168.1.43","2","Google Ads","btn_ver_tallas","2025-11-12 09:30:36","Interaccion interfaz"
"984","192.168.1.43","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-12 09:30:51","Navegando catalogo"
"985","192.168.1.43","5","Google Ads","btn_cancelar_checkout","2025-11-12 09:31:43","Abandono en pago"
"986","192.168.1.47","1","Facebook","Home_Page","2025-11-12 11:12:00","Inicio de sesion"
"987","192.168.1.47","3","Facebook","vista_Vestido_Verano_Floral","2025-11-12 11:12:29","Navegando catalogo"
"988","192.168.1.47","3","Facebook","vista_Vestido_Verano_Floral","2025-11-12 11:12:34","Navegando catalogo"
"989","192.168.1.47","3","Facebook","vista_Vestido_Verano_Floral","2025-11-12 11:12:54","Navegando catalogo"
"990","192.168.1.47","2","Facebook","btn_agregar_carrito","2025-11-12 11:12:56","Interaccion interfaz"
"991","192.168.1.47","3","Facebook","vista_Zapatillas_Urban","2025-11-12 11:13:06","Navegando catalogo"
"992","192.168.1.47","5","Facebook","btn_cancelar_checkout","2025-11-12 11:13:59","Abandono en pago"
"993","192.168.1.33","1","Facebook","Home_Page","2025-11-12 13:41:00","Inicio de sesion"
"994","192.168.1.33","3","Facebook","vista_Chaqueta_Cuero","2025-11-12 13:41:09","Navegando catalogo"
"995","192.168.1.33","2","Facebook","btn_ver_tallas","2025-11-12 13:41:11","Interaccion interfaz"
"996","192.168.1.27","1","Directo","Home_Page","2025-11-12 13:59:00","Inicio de sesion"
"997","192.168.1.27","3","Directo","vista_Chaqueta_Cuero","2025-11-12 13:59:20","Navegando catalogo"
"998","192.168.1.27","3","Directo","vista_Camisa_Lino_Blanca","2025-11-12 13:59:42","Navegando catalogo"
"999","192.168.1.27","2","Directo","link_menu_hombres","2025-11-12 13:59:44","Interaccion interfaz"
"1000","192.168.1.27","3","Directo","vista_Zapatillas_Urban","2025-11-12 14:00:08","Navegando catalogo"
"1001","192.168.1.27","2","Directo","img_zoom","2025-11-12 14:00:10","Interaccion interfaz"
"1002","192.168.1.27","3","Directo","vista_Chaqueta_Cuero","2025-11-12 14:00:53","Navegando catalogo"
"1003","192.168.1.27","5","Directo","btn_cancelar_checkout","2025-11-12 14:01:51","Abandono en pago"
"1004","192.168.1.49","1","Facebook","Home_Page","2025-11-12 14:28:00","Inicio de sesion"
"1005","192.168.1.49","3","Facebook","vista_Jean_Slim_Negro","2025-11-12 14:28:34","Navegando catalogo"
"1006","192.168.1.49","3","Facebook","vista_Chaqueta_Cuero","2025-11-12 14:29:09","Navegando catalogo"
"1007","192.168.1.49","3","Facebook","vista_Chaqueta_Cuero","2025-11-12 14:29:32","Navegando catalogo"
"1008","192.168.1.49","3","Facebook","vista_Zapatillas_Urban","2025-11-12 14:30:09","Navegando catalogo"
"1009","192.168.1.49","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-12 14:30:14","Navegando catalogo"
"1010","192.168.1.49","4","Facebook","btn_finalizar_pago_exitoso","2025-11-12 14:30:36","Venta Exitosa"
"1011","192.168.1.37","1","Newsletter","Home_Page","2025-11-12 16:16:00","Inicio de sesion"
"1012","192.168.1.37","3","Newsletter","vista_Zapatillas_Urban","2025-11-12 16:16:40","Navegando catalogo"
"1013","192.168.1.37","2","Newsletter","img_zoom","2025-11-12 16:16:42","Interaccion interfaz"
"1014","192.168.1.37","3","Newsletter","vista_Chaqueta_Cuero","2025-11-12 16:17:13","Navegando catalogo"
"1015","192.168.1.37","3","Newsletter","vista_Chaqueta_Cuero","2025-11-12 16:17:41","Navegando catalogo"
"1016","192.168.1.37","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-12 16:17:56","Navegando catalogo"
"1017","192.168.1.37","5","Newsletter","btn_cancelar_checkout","2025-11-12 16:18:24","Abandono en pago"
"1018","192.168.1.45","1","Directo","Home_Page","2025-11-12 18:39:00","Inicio de sesion"
"1019","192.168.1.45","3","Directo","vista_Camisa_Lino_Blanca","2025-11-12 18:39:16","Navegando catalogo"
"1020","192.168.1.45","2","Directo","btn_ver_tallas","2025-11-12 18:39:18","Interaccion interfaz"
"1021","192.168.1.45","3","Directo","vista_Vestido_Verano_Floral","2025-11-12 18:39:51","Navegando catalogo"
"1022","192.168.1.45","2","Directo","img_zoom","2025-11-12 18:39:53","Interaccion interfaz"
"1023","192.168.1.45","3","Directo","vista_Camisa_Lino_Blanca","2025-11-12 18:40:23","Navegando catalogo"
"1024","192.168.1.45","2","Directo","link_menu_hombres","2025-11-12 18:40:25","Interaccion interfaz"
"1025","192.168.1.45","3","Directo","vista_Chaqueta_Cuero","2025-11-12 18:40:50","Navegando catalogo"
"1026","192.168.1.45","5","Directo","btn_cancelar_checkout","2025-11-12 18:41:09","Abandono en pago"
"1027","192.168.1.2","1","Newsletter","Home_Page","2025-11-12 20:37:00","Inicio de sesion"
"1028","192.168.1.2","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-12 20:37:42","Navegando catalogo"
"1029","192.168.1.2","2","Newsletter","img_zoom","2025-11-12 20:37:44","Interaccion interfaz"
"1030","192.168.1.27","1","Instagram Bio","Home_Page","2025-11-12 22:01:00","Inicio de sesion"
"1031","192.168.1.27","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-12 22:01:12","Navegando catalogo"
"1032","192.168.1.27","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-12 22:01:44","Navegando catalogo"
"1033","192.168.1.27","2","Instagram Bio","btn_ver_tallas","2025-11-12 22:01:46","Interaccion interfaz"
"1034","192.168.1.27","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-12 22:02:30","Navegando catalogo"
"1035","192.168.1.27","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-12 22:03:07","Navegando catalogo"
"1036","192.168.1.27","2","Instagram Bio","img_zoom","2025-11-12 22:03:09","Interaccion interfaz"
"1037","192.168.1.27","5","Instagram Bio","btn_cancelar_checkout","2025-11-12 22:04:06","Abandono en pago"
"1038","192.168.1.19","1","Instagram Bio","Home_Page","2025-11-12 22:57:00","Inicio de sesion"
"1039","192.168.1.19","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-12 22:57:33","Navegando catalogo"
"1040","192.168.1.19","3","Instagram Bio","vista_Camisa_Lino_Blanca","2025-11-12 22:58:07","Navegando catalogo"
"1041","192.168.1.19","2","Instagram Bio","btn_ver_tallas","2025-11-12 22:58:09","Interaccion interfaz"
"1042","192.168.1.19","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-12 22:58:35","Navegando catalogo"
"1043","192.168.1.19","2","Instagram Bio","img_zoom","2025-11-12 22:58:37","Interaccion interfaz"
"1044","192.168.1.19","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-12 22:58:55","Navegando catalogo"
"1045","192.168.1.19","5","Instagram Bio","btn_cancelar_checkout","2025-11-12 22:59:43","Abandono en pago"
"1046","192.168.1.40","1","Google Ads","Home_Page","2025-11-13 00:59:00","Inicio de sesion"
"1047","192.168.1.40","3","Google Ads","vista_Jean_Slim_Negro","2025-11-13 00:59:15","Navegando catalogo"
"1048","192.168.1.40","2","Google Ads","link_menu_hombres","2025-11-13 00:59:17","Interaccion interfaz"
"1049","192.168.1.40","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-13 01:00:00","Navegando catalogo"
"1050","192.168.1.40","3","Google Ads","vista_Zapatillas_Urban","2025-11-13 01:00:44","Navegando catalogo"
"1051","192.168.1.40","2","Google Ads","img_zoom","2025-11-13 01:00:46","Interaccion interfaz"
"1052","192.168.1.6","1","Facebook","Home_Page","2025-11-13 01:51:00","Inicio de sesion"
"1053","192.168.1.6","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-13 01:51:41","Navegando catalogo"
"1054","192.168.1.6","2","Facebook","btn_ver_tallas","2025-11-13 01:51:43","Interaccion interfaz"
"1055","192.168.1.5","1","Newsletter","Home_Page","2025-11-13 02:38:00","Inicio de sesion"
"1056","192.168.1.5","3","Newsletter","vista_Jean_Slim_Negro","2025-11-13 02:38:41","Navegando catalogo"
"1057","192.168.1.1","1","Newsletter","Home_Page","2025-11-13 03:42:00","Inicio de sesion"
"1058","192.168.1.1","3","Newsletter","vista_Chaqueta_Cuero","2025-11-13 03:42:16","Navegando catalogo"
"1059","192.168.1.1","2","Newsletter","btn_ver_tallas","2025-11-13 03:42:18","Interaccion interfaz"
"1060","192.168.1.1","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-13 03:42:24","Navegando catalogo"
"1061","192.168.1.1","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 03:42:50","Navegando catalogo"
"1062","192.168.1.1","2","Newsletter","btn_ver_tallas","2025-11-13 03:42:52","Interaccion interfaz"
"1063","192.168.1.1","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-13 03:43:06","Navegando catalogo"
"1064","192.168.1.1","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-13 03:43:17","Navegando catalogo"
"1065","192.168.1.1","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-13 03:43:53","Venta Exitosa"
"1066","192.168.1.50","1","Directo","Home_Page","2025-11-13 04:22:00","Inicio de sesion"
"1067","192.168.1.50","3","Directo","vista_Camisa_Lino_Blanca","2025-11-13 04:22:25","Navegando catalogo"
"1068","192.168.1.50","3","Directo","vista_Zapatillas_Urban","2025-11-13 04:22:34","Navegando catalogo"
"1069","192.168.1.17","1","Newsletter","Home_Page","2025-11-13 05:25:00","Inicio de sesion"
"1070","192.168.1.17","3","Newsletter","vista_Chaqueta_Cuero","2025-11-13 05:25:12","Navegando catalogo"
"1071","192.168.1.17","3","Newsletter","vista_Chaqueta_Cuero","2025-11-13 05:25:54","Navegando catalogo"
"1072","192.168.1.17","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-13 05:26:22","Navegando catalogo"
"1073","192.168.1.37","1","Newsletter","Home_Page","2025-11-13 05:46:00","Inicio de sesion"
"1074","192.168.1.37","3","Newsletter","vista_Chaqueta_Cuero","2025-11-13 05:46:26","Navegando catalogo"
"1075","192.168.1.37","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-13 05:46:50","Navegando catalogo"
"1076","192.168.1.37","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-13 05:47:20","Navegando catalogo"
"1077","192.168.1.37","2","Newsletter","btn_agregar_carrito","2025-11-13 05:47:22","Interaccion interfaz"
"1078","192.168.1.44","1","Newsletter","Home_Page","2025-11-13 07:51:00","Inicio de sesion"
"1079","192.168.1.44","3","Newsletter","vista_Chaqueta_Cuero","2025-11-13 07:51:17","Navegando catalogo"
"1080","192.168.1.44","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 07:51:37","Navegando catalogo"
"1081","192.168.1.44","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 07:51:50","Navegando catalogo"
"1082","192.168.1.44","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 07:51:59","Navegando catalogo"
"1083","192.168.1.44","2","Newsletter","link_menu_hombres","2025-11-13 07:52:01","Interaccion interfaz"
"1084","192.168.1.44","5","Newsletter","btn_cancelar_checkout","2025-11-13 07:52:24","Abandono en pago"
"1085","192.168.1.4","1","Instagram Bio","Home_Page","2025-11-13 10:24:00","Inicio de sesion"
"1086","192.168.1.4","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-13 10:24:33","Navegando catalogo"
"1087","192.168.1.4","2","Instagram Bio","btn_agregar_carrito","2025-11-13 10:24:35","Interaccion interfaz"
"1088","192.168.1.4","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 10:25:11","Navegando catalogo"
"1089","192.168.1.4","2","Instagram Bio","btn_agregar_carrito","2025-11-13 10:25:13","Interaccion interfaz"
"1090","192.168.1.4","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 10:25:38","Navegando catalogo"
"1091","192.168.1.4","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 10:26:00","Navegando catalogo"
"1092","192.168.1.4","5","Instagram Bio","btn_cancelar_checkout","2025-11-13 10:26:39","Abandono en pago"
"1093","192.168.1.20","1","Newsletter","Home_Page","2025-11-13 12:27:00","Inicio de sesion"
"1094","192.168.1.20","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-13 12:27:13","Navegando catalogo"
"1095","192.168.1.20","3","Newsletter","vista_Jean_Slim_Negro","2025-11-13 12:27:40","Navegando catalogo"
"1096","192.168.1.20","3","Newsletter","vista_Zapatillas_Urban","2025-11-13 12:27:59","Navegando catalogo"
"1097","192.168.1.32","1","Facebook","Home_Page","2025-11-13 12:42:00","Inicio de sesion"
"1098","192.168.1.32","3","Facebook","vista_Camisa_Lino_Blanca","2025-11-13 12:42:40","Navegando catalogo"
"1099","192.168.1.32","2","Facebook","link_menu_hombres","2025-11-13 12:42:42","Interaccion interfaz"
"1100","192.168.1.32","3","Facebook","vista_Zapatillas_Urban","2025-11-13 12:42:58","Navegando catalogo"
"1101","192.168.1.32","2","Facebook","img_zoom","2025-11-13 12:43:00","Interaccion interfaz"
"1102","192.168.1.14","1","Instagram Bio","Home_Page","2025-11-13 13:50:00","Inicio de sesion"
"1103","192.168.1.14","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 13:50:27","Navegando catalogo"
"1104","192.168.1.14","3","Instagram Bio","vista_Jean_Slim_Negro","2025-11-13 13:50:55","Navegando catalogo"
"1105","192.168.1.14","2","Instagram Bio","img_zoom","2025-11-13 13:50:57","Interaccion interfaz"
"1106","192.168.1.14","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-13 13:51:27","Navegando catalogo"
"1107","192.168.1.14","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-13 13:51:45","Navegando catalogo"
"1108","192.168.1.14","2","Instagram Bio","img_zoom","2025-11-13 13:51:47","Interaccion interfaz"
"1109","192.168.1.14","5","Instagram Bio","btn_cancelar_checkout","2025-11-13 13:52:26","Abandono en pago"
"1110","192.168.1.33","1","Directo","Home_Page","2025-11-13 16:24:00","Inicio de sesion"
"1111","192.168.1.33","3","Directo","vista_Zapatillas_Urban","2025-11-13 16:24:27","Navegando catalogo"
"1112","192.168.1.33","3","Directo","vista_Jean_Slim_Negro","2025-11-13 16:25:07","Navegando catalogo"
"1113","192.168.1.33","3","Directo","vista_Camisa_Lino_Blanca","2025-11-13 16:25:42","Navegando catalogo"
"1114","192.168.1.33","2","Directo","btn_agregar_carrito","2025-11-13 16:25:44","Interaccion interfaz"
"1115","192.168.1.33","3","Directo","vista_Vestido_Verano_Floral","2025-11-13 16:25:57","Navegando catalogo"
"1116","192.168.1.33","5","Directo","btn_cancelar_checkout","2025-11-13 16:26:15","Abandono en pago"
"1117","192.168.1.27","1","Directo","Home_Page","2025-11-13 17:16:00","Inicio de sesion"
"1118","192.168.1.27","3","Directo","vista_Camisa_Lino_Blanca","2025-11-13 17:16:41","Navegando catalogo"
"1119","192.168.1.27","2","Directo","btn_agregar_carrito","2025-11-13 17:16:43","Interaccion interfaz"
"1120","192.168.1.50","1","Google Ads","Home_Page","2025-11-13 17:30:00","Inicio de sesion"
"1121","192.168.1.50","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-13 17:30:09","Navegando catalogo"
"1122","192.168.1.50","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-13 17:30:28","Navegando catalogo"
"1123","192.168.1.50","2","Google Ads","btn_ver_tallas","2025-11-13 17:30:30","Interaccion interfaz"
"1124","192.168.1.41","1","Directo","Home_Page","2025-11-13 19:16:00","Inicio de sesion"
"1125","192.168.1.41","3","Directo","vista_Zapatillas_Urban","2025-11-13 19:16:09","Navegando catalogo"
"1126","192.168.1.41","3","Directo","vista_Camisa_Lino_Blanca","2025-11-13 19:16:29","Navegando catalogo"
"1127","192.168.1.41","2","Directo","img_zoom","2025-11-13 19:16:31","Interaccion interfaz"
"1128","192.168.1.41","3","Directo","vista_Vestido_Verano_Floral","2025-11-13 19:17:04","Navegando catalogo"
"1129","192.168.1.41","2","Directo","link_menu_hombres","2025-11-13 19:17:06","Interaccion interfaz"
"1130","192.168.1.45","1","Google Ads","Home_Page","2025-11-13 21:14:00","Inicio de sesion"
"1131","192.168.1.45","3","Google Ads","vista_Jean_Slim_Negro","2025-11-13 21:14:25","Navegando catalogo"
"1132","192.168.1.45","2","Google Ads","link_menu_hombres","2025-11-13 21:14:27","Interaccion interfaz"
"1133","192.168.1.45","3","Google Ads","vista_Jean_Slim_Negro","2025-11-13 21:14:43","Navegando catalogo"
"1134","192.168.1.45","2","Google Ads","img_zoom","2025-11-13 21:14:45","Interaccion interfaz"
"1135","192.168.1.45","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-13 21:14:52","Navegando catalogo"
"1136","192.168.1.45","3","Google Ads","vista_Jean_Slim_Negro","2025-11-13 21:14:59","Navegando catalogo"
"1137","192.168.1.45","2","Google Ads","link_menu_hombres","2025-11-13 21:15:01","Interaccion interfaz"
"1138","192.168.1.45","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-13 21:15:23","Navegando catalogo"
"1139","192.168.1.45","4","Google Ads","btn_finalizar_pago_exitoso","2025-11-13 21:15:52","Venta Exitosa"
"1140","192.168.1.38","1","Google Ads","Home_Page","2025-11-13 22:44:00","Inicio de sesion"
"1141","192.168.1.38","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-13 22:44:17","Navegando catalogo"
"1142","192.168.1.38","3","Google Ads","vista_Zapatillas_Urban","2025-11-13 22:44:34","Navegando catalogo"
"1143","192.168.1.40","1","Google Ads","Home_Page","2025-11-13 23:18:00","Inicio de sesion"
"1144","192.168.1.40","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-13 23:18:06","Navegando catalogo"
"1145","192.168.1.40","2","Google Ads","link_menu_hombres","2025-11-13 23:18:08","Interaccion interfaz"
"1146","192.168.1.40","3","Google Ads","vista_Jean_Slim_Negro","2025-11-13 23:18:52","Navegando catalogo"
"1147","192.168.1.40","2","Google Ads","btn_agregar_carrito","2025-11-13 23:18:54","Interaccion interfaz"
"1148","192.168.1.40","3","Google Ads","vista_Jean_Slim_Negro","2025-11-13 23:19:21","Navegando catalogo"
"1149","192.168.1.40","2","Google Ads","btn_agregar_carrito","2025-11-13 23:19:23","Interaccion interfaz"
"1150","192.168.1.40","3","Google Ads","vista_Zapatillas_Urban","2025-11-13 23:19:44","Navegando catalogo"
"1151","192.168.1.40","5","Google Ads","btn_cancelar_checkout","2025-11-13 23:19:54","Abandono en pago"
"1152","192.168.1.10","1","Newsletter","Home_Page","2025-11-14 00:34:00","Inicio de sesion"
"1153","192.168.1.10","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-14 00:34:14","Navegando catalogo"
"1154","192.168.1.10","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 00:34:43","Navegando catalogo"
"1155","192.168.1.10","2","Newsletter","link_menu_hombres","2025-11-14 00:34:45","Interaccion interfaz"
"1156","192.168.1.10","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 00:35:28","Navegando catalogo"
"1157","192.168.1.10","2","Newsletter","img_zoom","2025-11-14 00:35:30","Interaccion interfaz"
"1158","192.168.1.10","3","Newsletter","vista_Zapatillas_Urban","2025-11-14 00:36:14","Navegando catalogo"
"1159","192.168.1.10","2","Newsletter","link_menu_hombres","2025-11-14 00:36:16","Interaccion interfaz"
"1160","192.168.1.10","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 00:36:30","Navegando catalogo"
"1161","192.168.1.10","2","Newsletter","btn_agregar_carrito","2025-11-14 00:36:32","Interaccion interfaz"
"1162","192.168.1.10","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-14 00:36:57","Venta Exitosa"
"1163","192.168.1.3","1","Directo","Home_Page","2025-11-14 01:02:00","Inicio de sesion"
"1164","192.168.1.3","3","Directo","vista_Jean_Slim_Negro","2025-11-14 01:02:23","Navegando catalogo"
"1165","192.168.1.3","3","Directo","vista_Camisa_Lino_Blanca","2025-11-14 01:02:28","Navegando catalogo"
"1166","192.168.1.17","1","Newsletter","Home_Page","2025-11-14 02:20:00","Inicio de sesion"
"1167","192.168.1.17","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 02:20:23","Navegando catalogo"
"1168","192.168.1.17","2","Newsletter","btn_agregar_carrito","2025-11-14 02:20:25","Interaccion interfaz"
"1169","192.168.1.14","1","Google Ads","Home_Page","2025-11-14 04:30:00","Inicio de sesion"
"1170","192.168.1.14","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-14 04:30:25","Navegando catalogo"
"1171","192.168.1.14","2","Google Ads","btn_agregar_carrito","2025-11-14 04:30:27","Interaccion interfaz"
"1172","192.168.1.14","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-14 04:30:35","Navegando catalogo"
"1173","192.168.1.47","1","Newsletter","Home_Page","2025-11-14 05:23:00","Inicio de sesion"
"1174","192.168.1.47","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 05:23:23","Navegando catalogo"
"1175","192.168.1.47","3","Newsletter","vista_Zapatillas_Urban","2025-11-14 05:23:37","Navegando catalogo"
"1176","192.168.1.47","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 05:24:01","Navegando catalogo"
"1177","192.168.1.47","2","Newsletter","img_zoom","2025-11-14 05:24:03","Interaccion interfaz"
"1178","192.168.1.47","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 05:24:40","Navegando catalogo"
"1179","192.168.1.47","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-14 05:24:55","Navegando catalogo"
"1180","192.168.1.47","2","Newsletter","btn_agregar_carrito","2025-11-14 05:24:57","Interaccion interfaz"
"1181","192.168.1.47","4","Newsletter","btn_finalizar_pago_exitoso","2025-11-14 05:25:21","Venta Exitosa"
"1182","192.168.1.39","1","Newsletter","Home_Page","2025-11-14 06:23:00","Inicio de sesion"
"1183","192.168.1.39","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 06:23:12","Navegando catalogo"
"1184","192.168.1.39","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-14 06:23:47","Navegando catalogo"
"1185","192.168.1.39","2","Newsletter","btn_ver_tallas","2025-11-14 06:23:49","Interaccion interfaz"
"1186","192.168.1.39","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 06:24:01","Navegando catalogo"
"1187","192.168.1.39","2","Newsletter","btn_agregar_carrito","2025-11-14 06:24:03","Interaccion interfaz"
"1188","192.168.1.39","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-14 06:24:30","Navegando catalogo"
"1189","192.168.1.39","2","Newsletter","img_zoom","2025-11-14 06:24:32","Interaccion interfaz"
"1190","192.168.1.39","5","Newsletter","btn_cancelar_checkout","2025-11-14 06:24:48","Abandono en pago"
"1191","192.168.1.21","1","Newsletter","Home_Page","2025-11-14 08:59:00","Inicio de sesion"
"1192","192.168.1.21","3","Newsletter","vista_Jean_Slim_Negro","2025-11-14 08:59:11","Navegando catalogo"
"1193","192.168.1.21","2","Newsletter","img_zoom","2025-11-14 08:59:13","Interaccion interfaz"
"1194","192.168.1.8","1","Instagram Bio","Home_Page","2025-11-14 09:58:00","Inicio de sesion"
"1195","192.168.1.8","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-14 09:58:39","Navegando catalogo"
"1196","192.168.1.8","2","Instagram Bio","img_zoom","2025-11-14 09:58:41","Interaccion interfaz"
"1197","192.168.1.8","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 09:59:20","Navegando catalogo"
"1198","192.168.1.39","1","Newsletter","Home_Page","2025-11-14 10:56:00","Inicio de sesion"
"1199","192.168.1.39","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 10:56:35","Navegando catalogo"
"1200","192.168.1.39","2","Newsletter","btn_ver_tallas","2025-11-14 10:56:37","Interaccion interfaz"
"1201","192.168.1.39","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 10:56:42","Navegando catalogo"
"1202","192.168.1.39","2","Newsletter","btn_agregar_carrito","2025-11-14 10:56:44","Interaccion interfaz"
"1203","192.168.1.39","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 10:56:56","Navegando catalogo"
"1204","192.168.1.1","1","Google Ads","Home_Page","2025-11-14 11:53:00","Inicio de sesion"
"1205","192.168.1.1","3","Google Ads","vista_Chaqueta_Cuero","2025-11-14 11:53:20","Navegando catalogo"
"1206","192.168.1.6","1","Newsletter","Home_Page","2025-11-14 12:07:00","Inicio de sesion"
"1207","192.168.1.6","3","Newsletter","vista_Zapatillas_Urban","2025-11-14 12:07:21","Navegando catalogo"
"1208","192.168.1.6","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 12:07:45","Navegando catalogo"
"1209","192.168.1.6","2","Newsletter","btn_ver_tallas","2025-11-14 12:07:47","Interaccion interfaz"
"1210","192.168.1.38","1","Newsletter","Home_Page","2025-11-14 14:28:00","Inicio de sesion"
"1211","192.168.1.38","3","Newsletter","vista_Vestido_Verano_Floral","2025-11-14 14:28:28","Navegando catalogo"
"1212","192.168.1.38","3","Newsletter","vista_Chaqueta_Cuero","2025-11-14 14:28:46","Navegando catalogo"
"1213","192.168.1.38","2","Newsletter","btn_agregar_carrito","2025-11-14 14:28:48","Interaccion interfaz"
"1214","192.168.1.38","3","Newsletter","vista_Camisa_Lino_Blanca","2025-11-14 14:29:30","Navegando catalogo"
"1215","192.168.1.18","1","Instagram Bio","Home_Page","2025-11-14 16:22:00","Inicio de sesion"
"1216","192.168.1.18","3","Instagram Bio","vista_Chaqueta_Cuero","2025-11-14 16:22:18","Navegando catalogo"
"1217","192.168.1.18","2","Instagram Bio","btn_agregar_carrito","2025-11-14 16:22:20","Interaccion interfaz"
"1218","192.168.1.37","1","Google Ads","Home_Page","2025-11-14 16:44:00","Inicio de sesion"
"1219","192.168.1.37","3","Google Ads","vista_Vestido_Verano_Floral","2025-11-14 16:44:13","Navegando catalogo"
"1220","192.168.1.37","3","Google Ads","vista_Zapatillas_Urban","2025-11-14 16:44:22","Navegando catalogo"
"1221","192.168.1.37","2","Google Ads","link_menu_hombres","2025-11-14 16:44:24","Interaccion interfaz"
"1222","192.168.1.37","3","Google Ads","vista_Camisa_Lino_Blanca","2025-11-14 16:44:47","Navegando catalogo"
"1223","192.168.1.37","3","Google Ads","vista_Chaqueta_Cuero","2025-11-14 16:44:56","Navegando catalogo"
"1224","192.168.1.37","5","Google Ads","btn_cancelar_checkout","2025-11-14 16:45:19","Abandono en pago"
"1225","192.168.1.37","1","Instagram Bio","Home_Page","2025-11-14 16:57:00","Inicio de sesion"
"1226","192.168.1.37","3","Instagram Bio","vista_Zapatillas_Urban","2025-11-14 16:57:19","Navegando catalogo"
"1227","192.168.1.37","2","Instagram Bio","link_menu_hombres","2025-11-14 16:57:21","Interaccion interfaz"
"1228","192.168.1.37","3","Instagram Bio","vista_Vestido_Verano_Floral","2025-11-14 16:57:33","Navegando catalogo"
